,0,1
0,0.3384615384615385,0.6615384615384615
1,0.3852140077821012,0.6147859922178989
2,0.27350427350427353,0.7264957264957265
3,0.3172043010752688,0.6827956989247311
4,0.3645833333333333,0.6354166666666666
5,0.37142857142857144,0.6285714285714286
6,0.3064516129032258,0.6935483870967742
7,0.26515151515151514,0.7348484848484849
8,0.3065134099616858,0.6934865900383141
9,0.3475177304964539,0.6524822695035462
10,0.3244444444444444,0.6755555555555556
11,0.2962962962962963,0.7037037037037037
12,0.32051282051282054,0.6794871794871795
13,0.3220338983050847,0.6779661016949152
14,0.2897196261682243,0.7102803738317757
15,0.3393665158371041,0.6606334841628959
16,0.20481927710843373,0.7951807228915663
17,0.28502415458937197,0.714975845410628
18,0.22485207100591717,0.7751479289940828
19,0.3082191780821918,0.6917808219178082
20,0.3377777777777778,0.6622222222222223
21,0.23469387755102042,0.7653061224489796
22,0.3148148148148148,0.6851851851851852
23,0.2980769230769231,0.7019230769230769
24,0.3397129186602871,0.6602870813397129
25,0.3333333333333333,0.6666666666666666
26,0.3288590604026846,0.6711409395973155
27,0.2914798206278027,0.7085201793721974
28,0.3055555555555556,0.6944444444444444
29,0.3476190476190476,0.6523809523809524
30,0.28695652173913044,0.7130434782608696
31,0.33668341708542715,0.6633165829145728
32,0.27485380116959063,0.7251461988304093
33,0.3374233128834356,0.6625766871165644
34,0.33185840707964603,0.668141592920354
35,0.3157894736842105,0.6842105263157895
36,0.33663366336633666,0.6633663366336634
37,0.31313131313131315,0.6868686868686869
38,0.33678756476683935,0.6632124352331606
39,0.3424657534246575,0.6575342465753424
40,0.37593984962406013,0.6240601503759399
41,0.3505747126436782,0.6494252873563219
42,0.33962264150943394,0.660377358490566
43,0.38372093023255816,0.6162790697674418
44,0.19642857142857142,0.8035714285714286
45,0.3081395348837209,0.6918604651162791
46,0.2934131736526946,0.7065868263473054
47,0.22839506172839505,0.7716049382716049
48,0.2929936305732484,0.7070063694267515
49,0.3135593220338983,0.6864406779661016
50,0.27312775330396477,0.7268722466960352
51,0.3252032520325203,0.6747967479674797
52,0.3155080213903743,0.6844919786096256
53,0.25,0.75
54,0.273972602739726,0.726027397260274
55,0.32653061224489793,0.673469387755102
56,0.3394495412844037,0.6605504587155964
57,0.36082474226804123,0.6391752577319587
58,0.23529411764705882,0.7647058823529411
59,0.24242424242424243,0.7575757575757576
60,0.34838709677419355,0.6516129032258065
61,0.36666666666666664,0.6333333333333333
62,0.27601809954751133,0.7239819004524887
