,0,1,2
0,0.0,0.454272050337057,0.545727949662943
1,0.024114606550016245,0.8353487006840585,0.14053669276592523
2,0.16676397094883347,0.8332360290511666,0.0
3,0.11839564620414497,0.6749251728013888,0.20667918099446625
4,0.13096426918674037,0.8690357308132597,0.0
5,0.0,0.9895734598343103,0.010426540165689707
6,0.0,0.40928169625007516,0.5907183037499247
7,0.03875254954736194,0.7231647321390554,0.23808271831358263
8,0.2805811873520704,0.176199250250736,0.5432195623971936
9,0.23444371303858244,0.6779959621324553,0.08756032482896224
10,0.13709004210180717,0.0015438017451351648,0.8613661561530577
11,0.0,1.0,0.0
12,0.24456395164193,0.7554360483580699,0.0
13,0.29002089344343845,0.7099791065565615,0.0
14,0.15809344030202926,0.8419065596979708,0.0
15,0.0,0.9070060245256905,0.09299397547430956
16,0.0,0.855990576650507,0.144009423349493
17,0.0,0.7395238781438808,0.2604761218561192
18,0.0,1.0,0.0
19,0.16159345483635432,0.760439787465197,0.07796675769844867
20,0.2156769349751193,0.4350454879676809,0.3492775770571998
21,0.1293450589968001,0.6281609669366219,0.24249397406657786
22,0.057513912747717694,0.7344654283602602,0.20802065889202215
23,0.27623790023748196,0.6996241499865766,0.02413794977594139
24,0.13096426918674037,0.8690357308132597,0.0
25,0.15809344030202926,0.8419065596979708,0.0
26,0.14019952768808133,0.8598004723119187,0.0
27,0.12152846168997436,0.8784715383100256,0.0
28,0.0,1.0,0.0
29,0.08546011618413897,0.829493184290011,0.08504669952585009
30,0.003280652237600067,0.7909031880917007,0.20581615967069922
31,0.0,0.9895734598343103,0.010426540165689707
32,0.0,1.0,0.0
33,0.0,1.0,0.0
34,0.0,1.0,0.0
35,0.0,1.0,0.0
36,0.0,1.0,0.0
37,0.0,1.0,0.0
38,0.0,1.0,0.0
39,0.0,1.0,0.0
40,0.13096426918674037,0.8690357308132597,0.0
41,0.0,1.0,0.0
42,0.0,1.0,0.0
43,0.0,1.0,0.0
44,0.0,1.0,0.0
45,0.0,1.0,0.0
46,0.0,1.0,0.0
47,0.0,1.0,0.0
48,0.0,1.0,0.0
49,0.0,1.0,0.0
50,0.0,1.0,0.0
51,0.0,0.9895734598343103,0.010426540165689707
52,0.0,1.0,0.0
53,0.0,1.0,0.0
54,0.08312989849672356,0.9168701015032764,0.0
55,0.0,1.0,0.0
56,0.0,1.0,0.0
57,0.0,1.0,0.0
58,0.0,1.0,0.0
59,0.06186732574343334,0.9381326742565667,0.0
60,0.0,1.0,0.0
61,0.0,1.0,0.0
62,0.14019952768808133,0.8598004723119187,0.0
63,0.0,1.0,0.0
64,0.0,1.0,0.0
65,0.0,1.0,0.0
66,0.0,1.0,0.0
67,0.0,1.0,0.0
68,0.0,1.0,0.0
69,0.0,1.0,0.0
70,0.0,0.8082563432021909,0.1917436567978092
71,0.0,1.0,0.0
72,0.0,0.9464924588523934,0.05350754114760659
73,0.0,1.0,0.0
74,0.0,1.0,0.0
75,0.0,1.0,0.0
76,0.0,1.0,0.0
77,0.0,1.0,0.0
78,0.0,1.0,0.0
79,0.0,1.0,0.0
80,0.0,1.0,0.0
81,0.0,1.0,0.0
82,0.0,1.0,0.0
83,0.0,1.0,0.0
84,0.0,1.0,0.0
85,0.0,1.0,0.0
86,0.0,1.0,0.0
87,0.0,1.0,0.0
88,0.0,1.0,0.0
89,0.0,1.0,0.0
90,0.0,1.0,0.0
91,0.0,1.0,0.0
92,0.0,1.0,0.0
93,0.0,1.0,0.0
94,0.0,1.0,0.0
95,0.0,1.0,0.0
96,0.0,1.0,0.0
97,0.0,1.0,0.0
98,0.0,1.0,0.0
99,0.0,1.0,0.0
100,0.0,1.0,0.0
101,0.0,1.0,0.0
102,0.0,1.0,0.0
