,0,1,2
0,0.0,0.2956802390644044,0.7043197609355956
1,0.11512805053524813,0.8848719494647518,1.1102230246251565e-16
2,0.2935700283770839,0.7064299716229161,0.0
3,0.0,0.9665086403141787,0.03349135968582129
4,0.09552592327308629,0.9044740767269142,-4.440892098500626e-16
5,0.0,0.4321360355664874,0.5678639644335126
6,0.0,0.0,1.0
7,-1.3877787807814457e-17,0.8199130822612369,0.18008691773876306
8,0.42683756956142516,0.0,0.5731624304385748
9,0.45874688390898416,0.37119422852099476,0.17005888757002108
10,0.023232952834064024,0.32437380613759986,0.6523932410283362
11,0.12003359807286151,0.8799664019271387,-2.220446049250313e-16
12,0.4573247353448057,0.5426752646551942,0.0
13,0.5084398441314936,0.49156015586850677,-4.440892098500626e-16
14,0.10798984309793641,0.8920101569020638,-2.220446049250313e-16
15,0.0,0.4282147262925915,0.5717852737074085
16,0.0,0.7127006374810232,0.2872993625189768
17,0.0,0.4844103181596062,0.5155896818403938
18,0.0,0.5984695067150355,0.4015304932849645
19,0.13959761374365676,0.8604023862563431,1.1102230246251565e-16
20,0.028088197210300814,0.9719118027896992,0.0
21,0.039921667945282596,0.9600783320547175,0.0
22,0.04647892670891947,0.7664807821993793,0.18704029109170117
23,0.32738461654480344,0.6726153834551967,0.0
24,0.13384587419848798,0.866154125801512,0.0
25,0.2697098316277798,0.5988588761571226,0.13143129221509753
26,0.21951822216266334,0.7338370811481112,0.04664469668922544
27,0.04539890041157779,0.9546010995884222,0.0
28,0.0,0.6787503992347093,0.32124960076529074
29,0.0,0.7794322713985198,0.22056772860148022
30,0.0,0.4612748138401177,0.5387251861598823
31,0.0,0.5606483599372262,0.43935164006277383
32,0.0,0.0382780999845882,0.9617219000154118
33,0.0,0.5338949048849964,0.46610509511500364
34,0.0,0.466864674105969,0.533135325894031
35,-1.1102230246251565e-16,0.30447376756587174,0.6955262324341284
36,5.551115123125783e-17,0.7091418900448265,0.29085810995517347
37,0.0,0.2550546090557291,0.7449453909442709
38,0.0,0.576457676400445,0.423542323599555
39,0.0,0.7106962866413378,0.28930371335866223
40,0.0,1.0,0.0
41,0.0,0.6765536510368326,0.3234463489631674
42,0.0,0.4558834620984442,0.5441165379015558
43,-1.1102230246251565e-16,0.3459827497613901,0.65401725023861
44,0.0,0.3127584122852971,0.6872415877147029
45,1.1102230246251565e-16,0.13343122280130437,0.8665687771986955
46,0.0,0.9585727297160387,0.041427270283961315
47,0.0,0.21760563839054137,0.7823943616094586
48,0.0,0.20631285858038462,0.7936871414196154
49,0.0,0.36549482925640997,0.63450517074359
50,0.0,0.3504576748311865,0.6495423251688135
51,-1.1102230246251565e-16,0.0671033731345907,0.9328966268654094
52,0.0,0.7276849971071342,0.2723150028928658
53,0.0,0.5219634897689258,0.4780365102310742
54,0.012684169182888838,0.987315830817111,1.1102230246251565e-16
55,5.551115123125783e-17,0.7484602638363276,0.2515397361636724
56,0.0,0.21709272594066475,0.7829072740593352
57,0.0,0.37374086618222413,0.6262591338177759
58,0.0,0.5196804237074018,0.48031957629259825
59,0.29443264399821545,0.08486748371293035,0.6206998722888541
60,0.0,0.22397553365245337,0.7760244663475466
61,-1.3877787807814457e-17,0.8029366485261165,0.19706335147388354
62,0.0,0.7247722943789503,0.2752277056210497
63,0.0,0.3982299108122589,0.6017700891877411
64,0.0,0.25742947630642155,0.7425705236935785
65,5.551115123125783e-17,0.7646501583603509,0.23534984163964912
66,0.0,0.4616329988417798,0.5383670011582202
67,0.0,0.2100581913679168,0.7899418086320832
68,0.0,0.3864511178103178,0.6135488821896822
69,0.0,0.47892184641884183,0.5210781535811582
70,0.0,0.0,1.0
71,0.0,0.7097135857656386,0.2902864142343614
72,0.0,0.06781359979754087,0.9321864002024591
73,0.0,0.5662533631718192,0.4337466368281808
74,-1.1102230246251565e-16,0.5929790108843798,0.40702098911562035
75,0.0,0.6614216953722071,0.3385783046277929
76,0.0,0.9999999999999999,1.1102230246251565e-16
77,0.0,0.6739587908580786,0.32604120914192136
78,0.0,0.37092462669343435,0.6290753733065657
79,0.0,0.5541215577833081,0.44587844221669193
80,0.034420899576795894,0.34128505010354154,0.6242940503196626
81,0.08303506258827692,0.05828803481155081,0.8586769026001723
82,0.11441703779543315,0.0,0.8855829622045669
83,0.10370922032478777,0.0,0.8962907796752122
84,0.087738374265143,0.0,0.912261625734857
85,0.0,0.2027366366842907,0.7972633633157094
86,0.0,0.17480091272901255,0.8251990872709875
87,0.0,0.2266033931060588,0.7733966068939412
88,0.0,0.1539152202539306,0.8460847797460694
89,0.09587658029670934,0.04384871546109956,0.8602747042421911
90,0.0,0.12476646312939338,0.8752335368706066
91,0.0,0.05976568982470415,0.9402343101752959
92,-1.3877787807814457e-17,0.1899664459361649,0.810033554063835
93,0.0,0.11438811457720566,0.8856118854227943
94,0.0,0.20658476904014889,0.7934152309598511
95,0.0,0.0,1.0
96,0.0,0.33887646960666207,0.6611235303933379
97,5.551115123125783e-17,0.30576674311253793,0.6942332568874621
98,5.551115123125783e-17,0.3402592452201054,0.6597407547798946
99,-5.551115123125783e-17,0.29529453333694766,0.7047054666630523
100,-2.7755575615628914e-17,0.28007413758316835,0.7199258624168317
101,0.0,0.13856195087719247,0.8614380491228075
102,0.08448304546918092,0.06613608288848859,0.8493808716423306
